Project Status,Schedule Variance,Project Description,Milestone Description,Milestone Type,Milestone Indentifier,Project Status,Stage,Work Notes:,Actual/Schedule Finish,Baseline Date,Variance (d),Variance (%)
Cancelled,0%,Project 147,3.21 Final Business Case Approved - FIAC (>$1M),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,19/08/2024,19/08/2024,0,0.0%
Cancelled,0%,Project 147,3.22 IT Work Package (Opt),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,19/08/2024,19/08/2024,0,0.0%
Cancelled,0%,Project 147,3.23 GR Records Management Team Engaged (Opt),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,19/08/2024,19/08/2024,0,0.0%
Cancelled,0%,Project 147,DCS REGISTRATION COMPLETE (>$5M),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,19/08/2024,19/08/2024,0,0.0%
Cancelled,N/A,Project 147,3.00 P50 Cost Estimate Ready,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,0%,Project 42,3.01 Non-Standard Service Request Raised (Opt),Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,31/05/2024,31/05/2024,0,0.0%
Cancelled,0%,Project 42,3.07 Product Vision Sign Off (Opt),Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,31/05/2024,31/05/2024,0,0.0%
Cancelled,0%,Project 42,3.08 HYB Release Plan,Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,31/05/2024,31/05/2024,0,0.0%
Cancelled,0%,Project 42,3.09 HYB High Level Story Map,Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,31/05/2024,31/05/2024,0,0.0%
Cancelled,0%,Project 42,3.10 HYB Product Backlog,Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,31/05/2024,31/05/2024,0,0.0%
Cancelled,0%,Project 42,3.12 Program Architecture Guide,Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,31/05/2024,31/05/2024,0,0.0%
Cancelled,0%,Project 42,3.13 RFx/Other Procurement Document Sign Off,Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,31/05/2024,31/05/2024,0,0.0%
Cancelled,0%,Project 42,3.15 Benefits Realisation Plan Sign Off,Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,01/05/2024,01/05/2024,0,0.0%
Cancelled,0%,Project 42,3.17 Change on a Page Complete,Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,31/05/2024,31/05/2024,0,0.0%
Cancelled,0%,Project 42,3.18 Change Management Plan Complete,Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,31/05/2024,31/05/2024,0,0.0%
Cancelled,0%,Project 42,3.22 IT Work Package (Opt),Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,31/05/2024,31/05/2024,0,0.0%
Cancelled,0%,Project 42,3.23 GR Records Management Team Engaged (Opt),Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,31/05/2024,31/05/2024,0,0.0%
Cancelled,0%,Project 42,DCS REGISTRATION COMPLETE (>$5M),Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,31/05/2024,31/05/2024,0,0.0%
Cancelled,N/A,Project 143,3.01 Non-Standard Service Request Raised (Opt),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,3.07 Product Vision Sign Off (Opt),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,3.08 HYB Release Plan,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,3.09 HYB High Level Story Map,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,3.10 HYB Product Backlog,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,3.12 Program Architecture Guide,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,3.15 Benefits Realisation Plan Sign Off,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,3.16 Stakeholder Assessment & Eng Plan Complete,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,3.17 Change on a Page Complete,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,3.18 Change Management Plan Complete,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,3.22 IT Work Package (Opt),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,3.23 GR Records Management Team Engaged (Opt),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,3.00 P50 Cost Estimate Ready,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,0%,Project 143,4.02 Functional Specification Sign Off (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,02/09/2024,02/09/2024,0,0.0%
Cancelled,N/A,Project 143,4.08 Infrastructure Sol'n Design Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,4.11 Security Risk Assessment (SRA) Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,0%,Project 143,4.12 Comms Plan Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,28/02/2025,28/02/2025,0,0.0%
Cancelled,N/A,Project 143,4.13 Bus Change Readiness Assessment Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,4.14 Detailed Service Design & Defn Onboard Pack,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,4.15 Detailed Change Impact Assessment Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,4.00 ITSM Onboarding Checklist Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,4.00 ICT Release Impact Assessment Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,4.00 P80 Cost Estimate Ready,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,5.03 HYB Release Review Complete (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,5.04 Training Management Plan Sign Off (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,6.04 HYB Release Retrospective Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 143,6.05 Service Design & Def'n & Onb'ding Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,0%,Project 34,3.01 Non-Standard Service Request Raised (Opt),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,12/12/2024,12/12/2024,0,0.0%
Cancelled,0%,Project 34,3.03 GR Cyber Sec Assessment Form Submitted (Opt),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,12/12/2024,12/12/2024,0,0.0%
Cancelled,0%,Project 34,3.07 Product Vision Sign Off (Opt),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,12/12/2024,12/12/2024,0,0.0%
Cancelled,N/A,Project 34,3.08 HYB Release Plan,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 34,3.09 HYB High Level Story Map,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 34,3.10 HYB Product Backlog,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 34,3.12 Program Architecture Guide,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,0%,Project 34,3.15 Benefits Realisation Plan Sign Off,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,12/12/2024,12/12/2024,0,0.0%
Cancelled,0%,Project 34,3.16 Stakeholder Assessment & Eng Plan Complete,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,12/12/2024,12/12/2024,0,0.0%
Cancelled,N/A,Project 34,3.17 Change on a Page Complete,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,0%,Project 34,3.18 Change Management Plan Complete,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,12/12/2024,12/12/2024,0,0.0%
Cancelled,0%,Project 34,3.22 IT Work Package (Opt),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,12/12/2024,12/12/2024,0,0.0%
Cancelled,0%,Project 34,3.23 GR Records Management Team Engaged (Opt),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,03/10/2024,03/10/2024,0,0.0%
Cancelled,0%,Project 34,3.00 P50 Cost Estimate Ready,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,12/12/2024,12/12/2024,0,0.0%
Cancelled,0%,Project 34,4.02 Functional Specification Sign Off (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,21/02/2025,21/02/2025,0,0.0%
Cancelled,N/A,Project 34,4.03 HYB Team Charter (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 34,4.04 HYB Definition of Done,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,0%,Project 34,4.00 Infrastructure Sol'n Design Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,21/02/2025,21/02/2025,0,0.0%
Cancelled,0%,Project 34,4.09 Test Plan Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,07/02/2025,07/02/2025,0,0.0%
Cancelled,N/A,Project 34,4.10 Traceability Matrix Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,0%,Project 34,4.12 Comms Plan Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,03/02/2025,03/02/2025,0,0.0%
Cancelled,0%,Project 34,4.13 Bus Change Readiness Assessment Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,10/02/2025,10/02/2025,0,0.0%
Cancelled,0%,Project 34,4.14 Detailed Service Design & Defn Onboard Pack,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,21/02/2025,21/02/2025,0,0.0%
Cancelled,0%,Project 34,4.15 Detailed Change Impact Assessment Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,07/02/2025,07/02/2025,0,0.0%
Cancelled,0%,Project 34,4.16 GR Cyber Sec Change Consult Requested (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,03/02/2025,03/02/2025,0,0.0%
Cancelled,0%,Project 34,4.00 ITSM Onboarding Checklist Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,14/02/2025,14/02/2025,0,0.0%
Cancelled,0%,Project 34,4.00 ICT Release Impact Assessment Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,10/02/2025,10/02/2025,0,0.0%
Cancelled,0%,Project 34,4.00 P80 Cost Estimate Ready,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,14/02/2025,14/02/2025,0,0.0%
Cancelled,0%,Project 34,5.03 HYB Release Review Complete (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,04/03/2025,04/03/2025,0,0.0%
Cancelled,0%,Project 34,5.04 Training Management Plan Sign Off (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,01/04/2025,01/04/2025,0,0.0%
Cancelled,0%,Project 34,5.06 Release Requested (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,17/03/2025,17/03/2025,0,0.0%
Cancelled,N/A,Project 34,5.05 Service Continuity Runbook Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,0%,Project 34,6.04 HYB Release Retrospective Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,05/05/2025,05/05/2025,0,0.0%
Cancelled,N/A,Project 34,6.06 New Form for Creating New Service (IT Catal.),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 59,4.02 Functional Specification Sign Off (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,27/02/2025,,
Cancelled,N/A,Project 59,4.03 HYB Team Charter (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,24/01/2025,,
Cancelled,N/A,Project 59,4.04 HYB Definition of Done,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,28/01/2025,,
Cancelled,N/A,Project 59,4.10 Traceability Matrix Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,28/02/2025,,
Cancelled,N/A,Project 59,4.00 ITSM Onboarding Checklist Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,20/02/2025,,
Cancelled,N/A,Project 59,4.00 P80 Cost Estimate Ready,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,26/02/2025,,
Cancelled,0%,Project 59,5.03 HYB Release Review Complete (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,08/11/2024,08/11/2024,0,0.0%
Cancelled,N/A,Project 59,5.07 GR Cyber Sec Test Support Requested (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,01/04/2025,,
Cancelled,0%,Project 59,6.04 HYB Release Retrospective Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,01/05/2025,01/05/2025,0,0.0%
Cancelled,N/A,Project 59,6.06 New Form for Creating New Service (IT Catal.),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,19/05/2025,,
Cancelled,0%,Project 167,3.07 Product Vision Sign Off (Opt),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,21/08/2024,21/08/2024,0,0.0%
Cancelled,0%,Project 167,3.08 HYB Release Plan,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,21/08/2024,21/08/2024,0,0.0%
Cancelled,0%,Project 167,3.09 HYB High Level Story Map,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,21/08/2024,21/08/2024,0,0.0%
Cancelled,0%,Project 167,3.10 HYB Product Backlog,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,21/08/2024,21/08/2024,0,0.0%
Cancelled,0%,Project 167,3.12 Program Architecture Guide,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,21/08/2024,21/08/2024,0,0.0%
Cancelled,0%,Project 167,3.15 Benefits Realisation Plan Sign Off,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,21/08/2024,21/08/2024,0,0.0%
Cancelled,N/A,Project 167,3.16 Stakeholder Assessment & Eng Plan Complete,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,13/12/2024,,,
Cancelled,0%,Project 167,3.17 Change on a Page Complete,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,21/08/2024,21/08/2024,0,0.0%
Cancelled,0%,Project 167,3.18 Change Management Plan Complete,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,21/08/2024,21/08/2024,0,0.0%
Cancelled,0%,Project 167,3.20 Test Strategy Sign Off,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,21/08/2024,21/08/2024,0,0.0%
Cancelled,-25% to -10%,Project 167,3.21 Strategic/Final Business Case Approved (FIAC),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,13/12/2024,21/08/2024,-81,-23.8%
Cancelled,0%,Project 167,3.22 IT Work Package (Opt),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,21/08/2024,21/08/2024,0,0.0%
Cancelled,0%,Project 167,3.23 GR Records Management Team Engaged (Opt),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,21/08/2024,21/08/2024,0,0.0%
Cancelled,-5% to 0%,Project 167,3.00 P50 Cost Estimate Ready,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,13/12/2024,22/11/2024,-15,-4.4%
Cancelled,N/A,Project 167,4.02 Functional Specification Sign Off (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,13/12/2024,,,
Cancelled,0%,Project 167,4.03 HYB Team Charter (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,31/03/2025,31/03/2025,0,0.0%
Cancelled,0%,Project 167,4.04 HYB Definition of Done,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,21/08/2024,21/08/2024,0,0.0%
Cancelled,N/A,Project 167,4.08 Infrastructure Sol'n Design Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,13/12/2024,,,
Cancelled,N/A,Project 167,4.09 Test Plan Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,13/12/2024,,,
Cancelled,N/A,Project 167,4.12 Comms Plan Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,13/12/2024,,,
Cancelled,N/A,Project 167,4.13 Bus Change Readiness Assessment Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,13/12/2024,,,
Cancelled,N/A,Project 167,4.15 Detailed Change Impact Assessment Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,13/12/2024,,,
Cancelled,N/A,Project 167,4.16 GR Cyber Sec Change Consult Requested (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,13/12/2024,,,
Cancelled,N/A,Project 167,5.01 Test Cases Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,13/12/2024,,,
Cancelled,0%,Project 167,5.03 HYB Release Review Complete (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,21/08/2024,21/08/2024,0,0.0%
Cancelled,N/A,Project 167,5.04 Training Management Plan Sign Off (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,13/12/2024,,,
Cancelled,N/A,Project 167,5.06 Release Requested (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,13/12/2024,,,
Cancelled,N/A,Project 167,5.07 GR Cyber Sec Test Support Requested (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,13/12/2024,,,
Cancelled,N/A,Project 167,5.05 Service Continuity Runbook Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,13/12/2024,,,
Cancelled,N/A,Project 167,6.02 Implementation Plan Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,01/05/2025,,,
Cancelled,0%,Project 167,6.04 HYB Release Retrospective Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,01/05/2025,01/05/2025,0,0.0%
Cancelled,N/A,Project 167,6.05 Service Design & Def'n & Onb'ding Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,01/05/2025,,,
Cancelled,N/A,Project 167,6.06 New Form for Creating New Service (IT Catal.),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,01/05/2025,,,
Cancelled,N/A,Project 167,6.07 GR Cyber Sec Pre-Rel. Review Complete (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,01/05/2025,,,
Cancelled,N/A,Project 167,7.02 PIR Sign Off,Deliverable,Gate 3 Approval,Cancelled,3. Evaluate,Delay reason shown here,13/06/2025,,,
Cancelled,N/A,Project 142,3.07 Product Vision Sign Off (Opt),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 142,3.09 HYB High Level Story Map,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 142,3.12 Program Architecture Guide,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 142,3.13 RFx/Other Procurement Document Sign Off,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 142,3.15 Benefits Realisation Plan Sign Off,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 142,3.16 Stakeholder Assessment & Eng Plan Complete,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 142,3.17 Change on a Page Complete,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 142,3.18 Change Management Plan Complete,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 142,3.22 IT Work Package (Opt),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 142,3.23 GR Records Management Team Engaged (Opt),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 142,DCS REGISTRATION COMPLETE (>$5M),Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 142,4.02 Functional Specification Sign Off (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 142,4.03 HYB Team Charter (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 142,4.04 HYB Definition of Done,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 142,4.00 Technical Sol'n Design Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,08/11/2024,,
Cancelled,N/A,Project 142,4.10 Traceability Matrix Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 142,4.11 Security Risk Assessment (SRA) Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,01/11/2024,,
Cancelled,N/A,Project 142,4.12 Comms Plan Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 142,4.13 Bus Change Readiness Assessment Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 142,4.15 Detailed Change Impact Assessment Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 142,4.00 P80 Cost Estimate Ready,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,01/11/2024,,
Cancelled,0%,Project 142,5.03 HYB Release Review Complete (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,01/11/2024,01/11/2024,0,0.0%
Cancelled,N/A,Project 142,5.04 Training Management Plan Sign Off (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 142,6.06 New Form for Creating New Service (IT Catal.),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 142,6.07 GR Cyber Sec Pre-Rel. Review Complete (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 142,7.02 PIR Sign Off,Deliverable,Gate 3 Approval,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 108,BUILD COMPLETE,Governance,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,0%,Project 108,IMPLEMENT PHASE COMPLETE (GATE 2),Governance,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,05/06/2025,05/06/2025,0,0.0%
Cancelled,N/A,Project 137,3.12 Program Architecture Guide,Deliverable,Project Kickoff,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,4.03 HYB Team Charter (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,4.04 HYB Definition of Done,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,0%,Project 92,4.00 Technical Sol'n Design Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,24/01/2025,24/01/2025,0,0.0%
Cancelled,0%,Project 92,4.10 Traceability Matrix Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,20/12/2024,20/12/2024,0,0.0%
Cancelled,0%,Project 92,4.12 Comms Plan Sign Off,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,07/01/2025,07/01/2025,0,0.0%
Cancelled,0%,Project 92,4.13 Bus Change Readiness Assessment Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,20/12/2024,20/12/2024,0,0.0%
Cancelled,0%,Project 92,4.16 GR Cyber Sec Change Consult Requested (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,06/12/2024,06/12/2024,0,0.0%
Cancelled,0%,Project 92,4.17 GR Cyber Sec Sol'n Review Requested (Opt),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,06/12/2024,06/12/2024,0,0.0%
Cancelled,0%,Project 92,4.00 ITSM Onboarding Checklist Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,10/01/2025,10/01/2025,0,0.0%
Cancelled,0%,Project 92,4.00 P80 Cost Estimate Ready,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,23/01/2025,23/01/2025,0,0.0%
Cancelled,N/A,Project 92,6.04 HYB Release Retrospective Complete,Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,N/A,Project 92,6.06 New Form for Creating New Service (IT Catal.),Deliverable,Unassigned,Cancelled,3. Evaluate,Delay reason shown here,,,,
Cancelled,0%,Project 166,3.01 Non-Standard Service Request Raised (Opt),Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,08/08/2024,08/08/2024,0,0.0%
Cancelled,0%,Project 166,3.05 Business Impact Assessment Sign Off,Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,30/08/2024,30/08/2024,0,0.0%
Cancelled,N/A,Project 166,3.07 Product Vision Sign Off (Opt),Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,,,,
Cancelled,N/A,Project 166,3.08 HYB Release Plan,Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,,,,
Cancelled,N/A,Project 166,3.09 HYB High Level Story Map,Deliverable,Project Kickoff,Cancelled,7. Closure,Delay reason shown here,,,,
